ownerId	ownerName	teamName	appearanceRank	playerId	playerName	seasons	appearances	leagueApps	cupApps	goals	assists	saves	tackles	interceptions	clearances	blocks	averageRating	yellowCards	redCards
P-5CF850B13B	皇马	皇家马德里	18	s4-fc26-234378	赖斯	5	72	45	27	1	5	0	128	36	42	6	6.63	8	1
P-5CF850B13B	皇马	皇家马德里	19	s4-retired-gianluigi-buffon	布冯	10	67	60	7	0	0	248	451	22	8	0	6.91	4	0
P-5CF850B13B	皇马	皇家马德里	20	legend-modric	莫德里奇	9	65	65	0	13	14	0	97	0	0	0	6.48	2	0
P-5CF850B13B	皇马	皇家马德里	21	legend-pele	贝利	9	62	62	0	15	20	0	46	0	0	0	6.68	3	0
P-5CF850B13B	皇马	皇家马德里	22	s4-dlc-20260731-015	蒂亚戈·席尔瓦	6	58	58	0	1	7	0	335	0	0	0	6.44	6	0
P-5CF850B13B	皇马	皇家马德里	23	s4-retired-franco-baresi	巴雷西	6	57	57	0	0	9	0	133	0	0	0	6.25	6	0
P-5CF850B13B	皇马	皇家马德里	24	s4-retired-marcelo	马塞洛	6	55	38	17	2	2	0	198	25	51	7	6.56	3	0
P-5CF850B13B	皇马	皇家马德里	25	s4-retired-john-terry	特里	4	53	29	24	0	2	0	187	53	63	10	6.76	13	2
P-5CF850B13B	皇马	皇家马德里	26	s4-dlc2-20260803-044	佩佩	4	45	34	11	4	1	0	322	37	40	2	6.8	5	0
P-5CF850B13B	皇马	皇家马德里	27	s4-retired-cafu	卡福	4	45	36	9	0	3	0	185	25	41	6	6.65	4	1
P-5CF850B13B	皇马	皇家马德里	28	s4-fc26-202126	凯恩	5	41	32	9	7	6	0	24	3	17	2	6.76	0	0
P-5CF850B13B	皇马	皇家马德里	29	legend-maradona	马拉多纳	5	37	37	0	15	5	0	28	0	0	0	6.52	2	0
P-5CF850B13B	皇马	皇家马德里	30	s4-dlc-20260731-032	阿扎尔	4	28	28	0	15	3	0	23	0	0	0	6.76	0	0
P-5CF850B13B	皇马	皇家马德里	31	s4-fc26-238794	维尼修斯	2	26	26	0	8	2	0	19	0	0	0	6.29	2	0
P-5CF850B13B	皇马	皇家马德里	32	s4-fc26-263578	巴尔德	2	26	26	0	1	4	0	30	0	0	0	6.2	2	0
P-5CF850B13B	皇马	皇家马德里	33	s4-dlc3-20260808-016	雅辛	2	25	12	13	0	0	65	0	0	0	0	6.75	2	1
P-5CF850B13B	皇马	皇家马德里	34	s4-dlc2-20260803-027	范尼斯特鲁伊	2	21	10	11	5	3	0	0	11	17	3	6.88	1	0
P-5CF850B13B	皇马	皇家马德里	35	s4-fc26-204525	伊尼戈马丁内斯	2	21	21	0	1	2	0	17	0	0	0	6.14	2	0
P-5CF850B13B	皇马	皇家马德里	36	s4-retired-nemanja-vidic	维迪奇	3	21	10	11	0	0	0	45	26	43	9	6.89	4	0
P-5CF850B13B	皇马	皇家马德里	37	legend-ronaldo-nazario	大罗	3	15	12	3	4	2	0	6	4	2	1	6.83	1	0
P-5CF850B13B	皇马	皇家马德里	38	legend-beckham	贝克汉姆	1	12	11	1	2	0	0	0	16	11	1	6.82	0	0
P-5CF850B13B	皇马	皇家马德里	39	s4-fc26-212622	基米希	1	12	4	8	1	0	0	0	16	12	3	6.78	0	0
P-5CF850B13B	皇马	皇家马德里	40	legend-courtois	库尔图瓦	2	12	12	0	0	0	27	6	0	0	0	6.22	0	0
P-5CF850B13B	皇马	皇家马德里	41	s4-dlc-20260731-043	古德温	2	11	11	0	4	1	0	43	10	4	0	6.81	0	1
P-5CF850B13B	皇马	皇家马德里	42	s4-retired-frank-lampard	兰帕德	2	11	11	0	4	4	0	13	0	0	0	6.57	0	0
P-5CF850B13B	皇马	皇家马德里	43	s4-retired-paolo-maldini	保罗马尔蒂尼	2	9	7	2	0	0	0	10	9	14	1	6.81	3	0
P-5CF850B13B	皇马	皇家马德里	44	s4-fc26-233096	邓弗里斯	1	9	9	0	0	1	0	9	0	0	0	6.1	1	0
P-5CF850B13B	皇马	皇家马德里	45	s4-fc26-256790	穆西亚拉	2	7	7	0	4	2	0	4	0	0	0	6.64	2	0
P-5CF850B13B	皇马	皇家马德里	46	s4-fc26-226268	迪马尔科	1	7	7	0	0	0	0	73	0	0	0	6.5	1	0
P-5CF850B13B	皇马	皇家马德里	47	s4-fc26-240638	赖因德斯	2	7	7	0	0	1	0	5	0	0	0	6.1	1	0
P-5CF850B13B	皇马	皇家马德里	48	s4-fc26-236703	劳姆	2	7	7	0	0	1	0	8	0	0	0	6.17	0	0
P-5CF850B13B	皇马	皇家马德里	49	s4-retired-george-best	乔治贝斯特	1	6	3	3	2	0	0	12	0	0	0	6.77	0	0
P-5CF850B13B	皇马	皇家马德里	50	s4-fc26-250959	斯蒂勒	1	5	5	0	1	2	0	5	0	0	0	6.4	1	0
P-5CF850B13B	皇马	皇家马德里	51	s4-retired-gennaro-gattuso	加图索	1	4	4	0	1	0	0	3	0	0	0	6.3	0	0
P-5CF850B13B	皇马	皇家马德里	52	s4-fc26-210047	法比安舍尔	1	4	4	0	0	2	0	3	0	0	0	6.32	0	0
P-5CF850B13B	皇马	皇家马德里	53	s4-fc26-213661	克里斯藤森	1	4	4	0	0	1	0	4	0	0	0	6.25	0	0
P-5CF850B13B	皇马	皇家马德里	54	s4-fc26-237692	福登	1	3	3	0	0	1	0	3	0	0	0	6.27	0	0
P-5CF850B13B	皇马	皇家马德里	55	s4-retired-steven-gerrard	杰拉德	1	2	2	0	2	0	0	0	4	1	0	7.6	0	0
P-5CF850B13B	皇马	皇家马德里	56	s4-fc26-258648	奥古斯托	1	2	2	0	0	0	0	4	0	0	0	6.2	0	0
P-5CF850B13B	皇马	皇家马德里	57	s4-dlc2-20260803-038	菲利普·科库	1	2	2	0	0	0	0	7	0	0	0	6.5	0	0
P-5CF850B13B	皇马	皇家马德里	58	s4-retired-juan-roman-riquelme	里克尔梅	1	2	2	0	0	1	0	0	0	0	0	6.75	0	0
P-5CF850B13B	皇马	皇家马德里	59	s4-retired-alessandro-nesta	内斯塔	1	2	2	0	0	0	0	8	2	2	0	6.95	0	0
P-5CF850B13B	皇马	皇家马德里	60	s4-dlc-20260731-042	曼朱基奇	1	1	1	0	3	0	0	4	0	0	0	8.9	0	0
P-5CF850B13B	皇马	皇家马德里	61	s4-dlc2-20260803-022	阿尔扬·罗本	1	1	1	0	2	1	0	2	0	0	0	8.6	0	0
P-5CF850B13B	皇马	皇家马德里	62	s4-dlc-20260731-053	克洛泽	1	1	1	0	1	0	0	0	0	0	0	7.3	0	0
P-5CF850B13B	皇马	皇家马德里	63	s4-fc26-239231	库尼亚	1	1	1	0	1	0	0	0	0	0	0	6.9	0	0
P-5CF850B13B	皇马	皇家马德里	64	s4-fc26-223848	米林科维奇	1	1	1	0	1	0	0	8	0	0	0	7.3	0	0
P-5CF850B13B	皇马	皇家马德里	65	s4-fc26-206517	格拉利什	1	1	1	0	0	1	0	0	0	0	0	6.5	0	0
P-5CF850B13B	皇马	皇家马德里	66	s4-fc26-251517	格瓦迪奥尔	1	1	1	0	0	0	0	8	0	0	0	6.5	0	0
P-5CF850B13B	皇马	皇家马德里	67	s4-dlc2-20260803-020	贡萨洛·蒙铁尔	1	1	1	0	0	2	0	9	0	0	0	7.5	1	0
P-5CF850B13B	皇马	皇家马德里	68	s4-fc26-225375	莱默尔	1	1	1	0	0	0	0	0	0	0	0	6	0	0
P-5CF850B13B	皇马	皇家马德里	69	s4-fc26-188545	莱万多夫斯基	1	1	1	0	0	2	0	0	0	0	0	7.5	0	0
P-5CF850B13B	皇马	皇家马德里	70	s4-dlc3-20260808-034	里贝里	1	1	1	0	0	1	0	0	1	0	0	7.1	0	0
P-5CF850B13B	皇马	皇家马德里	71	s4-retired-javier-zanetti	萨内蒂	1	1	0	1	0	0	0	3	0	5	0	7	0	0
P-5CF850B13B	皇马	皇家马德里	72	s4-dlc2-20260803-030	雅普·斯塔姆	1	1	1	0	0	0	0	21	0	0	0	6.5	0	0
P-269ABD614F	卢卡	冠军教父	1	s4-dlc2-20260803-008	奥斯卡·鲁杰里	8	154	120	34	2	12	0	2110	138	107	17	6.73	58	6
P-269ABD614F	卢卡	冠军教父	2	legend-maradona	马拉多纳	12	135	117	18	75	19	0	129	20	31	3	6.98	4	1
P-269ABD614F	卢卡	冠军教父	3	s4-retired-javier-zanetti	萨内蒂	11	133	116	17	0	9	0	700	31	79	9	6.54	28	4
P-269ABD614F	卢卡	冠军教父	4	s4-fc26-202811	大马丁	8	122	98	24	0	0	533	465	44	23	0	7.11	6	0
P-269ABD614F	卢卡	冠军教父	5	s4-dlc2-20260803-002	帕萨雷拉	7	119	92	27	0	6	0	1260	99	77	15	6.65	37	6
P-269ABD614F	卢卡	冠军教父	6	s4-dlc2-20260803-014	布鲁查加	7	110	87	23	18	34	0	422	40	26	10	6.84	17	1
P-269ABD614F	卢卡	冠军教父	7	s4-fc26-258966	坎比亚索	5	108	74	34	1	13	0	330	49	98	20	6.67	20	3
P-269ABD614F	卢卡	冠军教父	8	s4-fc26-239837	麦卡利斯特	4	92	62	30	20	15	0	181	92	47	16	6.89	17	2
P-269ABD614F	卢卡	冠军教父	9	s4-dlc2-20260803-010	克雷斯波	6	84	71	13	45	11	0	113	25	23	3	7.05	1	0
P-269ABD614F	卢卡	冠军教父	10	s4-fc26-230621	多纳鲁马	11	82	72	10	0	0	387	243	24	3	0	6.94	4	0
P-269ABD614F	卢卡	冠军教父	11	s4-dlc2-20260803-013	卡尼吉亚	7	79	67	12	28	24	0	2	1	21	7	6.97	0	0
P-269ABD614F	卢卡	冠军教父	12	s4-fc26-212622	基米希	8	69	68	1	3	12	0	223	0	1	3	6.43	14	1
P-269ABD614F	卢卡	冠军教父	13	legend-beckenbauer	贝肯鲍尔	6	62	62	0	4	3	0	135	0	0	0	6.36	2	0
P-269ABD614F	卢卡	冠军教父	14	s4-fc26-256790	穆西亚拉	4	60	60	0	21	3	0	81	0	0	0	6.58	1	0
P-269ABD614F	卢卡	冠军教父	15	s4-fc26-256630	维尔茨	4	58	58	0	16	3	0	89	0	0	0	6.5	1	0
P-269ABD614F	卢卡	冠军教父	16	legend-messi	梅西	8	57	41	16	26	7	0	101	6	7	0	6.95	0	0
P-269ABD614F	卢卡	冠军教父	17	s4-dlc2-20260803-015	迭戈·西蒙尼	4	57	46	11	2	7	0	125	37	35	6	6.72	8	0
P-269ABD614F	卢卡	冠军教父	18	s4-fc26-235212	阿什拉夫	10	56	48	8	1	6	0	383	8	10	1	6.5	6	1
P-269ABD614F	卢卡	冠军教父	19	s4-dlc2-20260803-019	塔利亚菲科	8	55	54	1	1	2	0	453	2	8	1	6.55	12	0
P-269ABD614F	卢卡	冠军教父	20	s4-retired-philipp-lahm	拉姆	5	52	52	0	1	4	0	155	0	0	0	6.34	8	0
P-269ABD614F	卢卡	冠军教父	21	s4-dlc-20260731-008	迭戈·米利托	7	51	39	12	16	8	0	3	3	11	4	6.86	0	0
P-269ABD614F	卢卡	冠军教父	22	s4-dlc2-20260803-011	贝隆	8	51	44	7	0	6	0	207	13	9	1	6.6	6	0
P-269ABD614F	卢卡	冠军教父	23	s4-dlc2-20260803-029	戴维斯	4	48	31	17	1	6	0	72	25	23	9	6.69	1	0
P-269ABD614F	卢卡	冠军教父	24	s4-fc26-236703	劳姆	5	47	47	0	1	3	5	62	0	0	0	6.26	6	1
P-269ABD614F	卢卡	冠军教父	25	s4-fc26-213331	塔	4	45	45	0	1	6	0	83	0	0	0	6.24	8	2
P-269ABD614F	卢卡	冠军教父	26	s4-dlc-20260731-047	博阿滕	4	45	45	0	0	4	0	111	0	0	0	6.23	7	2
P-269ABD614F	卢卡	冠军教父	27	s4-dlc-20260731-053	克洛泽	4	43	43	0	10	11	0	12	0	0	0	6.55	1	0
P-269ABD614F	卢卡	冠军教父	28	s4-dlc-20260731-035	托马斯·穆勒	4	43	43	0	10	12	0	22	0	0	0	6.6	1	0
P-269ABD614F	卢卡	冠军教父	29	s4-dlc2-20260803-016	贡萨洛·伊瓜因	3	35	35	0	9	9	0	7	0	0	0	6.83	0	0
P-269ABD614F	卢卡	冠军教父	30	s4-retired-paolo-maldini	保罗马尔蒂尼	5	34	34	0	1	6	0	110	0	0	0	6.34	5	1
P-269ABD614F	卢卡	冠军教父	31	s4-retired-patrick-vieira	维埃拉	6	33	33	0	4	5	0	48	0	0	0	6.43	1	0
P-269ABD614F	卢卡	冠军教父	32	s4-retired-juan-roman-riquelme	里克尔梅	4	31	20	11	6	10	0	23	40	17	3	7.03	3	0
P-269ABD614F	卢卡	冠军教父	33	s4-dlc2-20260803-004	奥马尔·西沃里	3	31	31	0	5	4	0	55	0	0	0	6.69	0	0
P-269ABD614F	卢卡	冠军教父	34	legend-kroos	克罗斯	4	30	30	0	6	5	0	35	0	0	0	6.48	0	1
P-269ABD614F	卢卡	冠军教父	35	legend-messi-rat	梅老鼠	4	27	18	9	24	4	0	47	2	3	0	7.3	0	0
P-269ABD614F	卢卡	冠军教父	36	s4-dlc2-20260803-001	迪斯蒂法诺	4	27	14	13	15	5	0	9	3	10	2	7.08	0	0
P-269ABD614F	卢卡	冠军教父	37	s4-dlc-20260731-028	肯佩斯	6	27	21	6	7	4	0	11	0	5	0	6.8	0	0
P-269ABD614F	卢卡	冠军教父	38	s4-fc26-225193	梅里诺	2	26	26	0	5	4	0	26	0	0	0	6.36	1	0
P-269ABD614F	卢卡	冠军教父	39	s4-retired-alessandro-nesta	内斯塔	6	26	26	0	0	1	0	139	0	0	0	6.28	3	0
P-269ABD614F	卢卡	冠军教父	40	s4-fc26-251479	德克伊珀	2	25	25	0	0	10	0	28	0	0	0	6.27	2	0
P-269ABD614F	卢卡	冠军教父	41	s4-fc26-229348	罗宾逊	2	25	25	0	0	1	0	22	0	0	0	6.04	5	0
P-269ABD614F	卢卡	冠军教父	42	s4-fc26-207421	特罗萨德	2	24	24	0	9	0	0	21	0	0	0	6.37	0	0
P-269ABD614F	卢卡	冠军教父	43	s4-fc26-210935	贝拉尔迪	2	24	24	0	6	6	0	12	0	0	0	6.34	1	0
P-269ABD614F	卢卡	冠军教父	44	s4-fc26-257179	伊纳西奥	2	24	24	0	2	1	0	23	0	0	0	6.19	1	0
P-269ABD614F	卢卡	冠军教父	45	s4-fc26-204638	奥尔班	2	24	24	0	0	1	1	25	0	0	0	6.11	1	0
P-269ABD614F	卢卡	冠军教父	46	s4-fc26-230869	乌奈西蒙	2	24	24	0	0	0	72	13	0	0	0	6.05	4	1
P-269ABD614F	卢卡	冠军教父	47	s4-fc26-241850	雷特吉	2	23	23	0	5	0	0	20	0	0	0	6.1	4	1
